x,y,t
0.0804131,1.8963,1.71017e+09
0.0804131,1.8963,1.71017e+09
0.0804131,1.8963,1.71017e+09
0.0804131,1.8963,1.71017e+09
0.0804131,1.8963,1.71017e+09
0.0804131,1.8963,1.71017e+09
0.0804131,1.8963,1.71017e+09
0.0804131,1.8963,1.71017e+09
0.0804131,1.8963,1.71017e+09
0.0804131,1.8963,1.71017e+09
0.0804131,1.8963,1.71017e+09
0.0804131,1.8963,1.71017e+09
0.0804131,1.8963,1.71017e+09
0.0804131,1.8963,1.71017e+09
0.0804131,1.8963,1.71017e+09
0.0804131,1.8963,1.71017e+09
0.0804131,1.8963,1.71017e+09
0.0804131,1.8963,1.71017e+09
0.0804131,1.8963,1.71017e+09
0.0804131,1.8963,1.71017e+09
0.0804131,1.8963,1.71017e+09
0.0804131,1.8963,1.71017e+09
0.0804131,1.8963,1.71017e+09
0.0804131,1.8963,1.71017e+09
0.0804131,1.8963,1.71017e+09
0.0804131,1.8963,1.71017e+09
0.0804131,1.8963,1.71017e+09
0.0804131,1.8963,1.71017e+09
0.0804131,1.8963,1.71017e+09
0.0804131,1.8963,1.71017e+09
